case_id,seg_path
573_1_58,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/573_1_58_synthetic_lollipop.nii.gz
576_2_250,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/576_2_250_synthetic_lollipop.nii.gz
577_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_0_0_synthetic_lollipop.nii.gz
577_1_239,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_1_239_synthetic_lollipop.nii.gz
577_2_568,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_2_568_synthetic_lollipop.nii.gz
577_3_932,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_3_932_synthetic_lollipop.nii.gz
577_4_1366,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_4_1366_synthetic_lollipop.nii.gz
578_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/578_0_0_synthetic_lollipop.nii.gz
578_1_317,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/578_1_317_synthetic_lollipop.nii.gz
579_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_0_0_synthetic_lollipop.nii.gz
579_1_198,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_1_198_synthetic_lollipop.nii.gz
579_2_697,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_2_697_synthetic_lollipop.nii.gz
579_3_1222,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_3_1222_synthetic_lollipop.nii.gz
579_4_1600,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_4_1600_synthetic_lollipop.nii.gz
581_1_152,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/581_1_152_synthetic_lollipop.nii.gz
581_2_440,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/581_2_440_synthetic_lollipop.nii.gz
582_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/582_0_0_synthetic_lollipop.nii.gz
582_1_185,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/582_1_185_synthetic_lollipop.nii.gz
583_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_0_0_synthetic_lollipop.nii.gz
583_1_86,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_1_86_synthetic_lollipop.nii.gz
583_2_278,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_2_278_synthetic_lollipop.nii.gz
583_3_460,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_3_460_synthetic_lollipop.nii.gz
587_1_340,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/587_1_340_synthetic_lollipop.nii.gz
592_1_253,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/592_1_253_synthetic_lollipop.nii.gz
592_2_1030,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/592_2_1030_synthetic_lollipop.nii.gz
593_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/593_0_0_synthetic_lollipop.nii.gz
593_1_403,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/593_1_403_synthetic_lollipop.nii.gz
593_3_2370,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/593_3_2370_synthetic_lollipop.nii.gz
595_1_357,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_1_357_synthetic_lollipop.nii.gz
595_2_652,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_2_652_synthetic_lollipop.nii.gz
595_3_1268,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_3_1268_synthetic_lollipop.nii.gz
595_4_1631,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_4_1631_synthetic_lollipop.nii.gz
595_5_1995,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_5_1995_synthetic_lollipop.nii.gz
601_1_201,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/601_1_201_synthetic_lollipop.nii.gz
601_2_616,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/601_2_616_synthetic_lollipop.nii.gz
603_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/603_0_0_synthetic_lollipop.nii.gz
603_1_860,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/603_1_860_synthetic_lollipop.nii.gz
604_1_178,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/604_1_178_synthetic_lollipop.nii.gz
604_2_258,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/604_2_258_synthetic_lollipop.nii.gz
606_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_0_0_synthetic_lollipop.nii.gz
606_1_181,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_1_181_synthetic_lollipop.nii.gz
606_2_545,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_2_545_synthetic_lollipop.nii.gz
606_3_914,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_3_914_synthetic_lollipop.nii.gz
606_4_1278,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_4_1278_synthetic_lollipop.nii.gz
606_5_2001,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_5_2001_synthetic_lollipop.nii.gz
609_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_0_0_synthetic_lollipop.nii.gz
609_1_167,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_1_167_synthetic_lollipop.nii.gz
609_2_536,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_2_536_synthetic_lollipop.nii.gz
609_3_902,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_3_902_synthetic_lollipop.nii.gz
610_1_210,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_1_210_synthetic_lollipop.nii.gz
610_2_619,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_2_619_synthetic_lollipop.nii.gz
610_3_1008,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_3_1008_synthetic_lollipop.nii.gz
610_4_1386,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_4_1386_synthetic_lollipop.nii.gz
611_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_0_0_synthetic_lollipop.nii.gz
611_1_186,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_1_186_synthetic_lollipop.nii.gz
611_2_466,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_2_466_synthetic_lollipop.nii.gz
618_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/618_0_0_synthetic_lollipop.nii.gz
618_1_291,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/618_1_291_synthetic_lollipop.nii.gz
618_2_627,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/618_2_627_synthetic_lollipop.nii.gz
625_2_1420,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/625_2_1420_synthetic_lollipop.nii.gz
625_3_1544,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/625_3_1544_synthetic_lollipop.nii.gz
629_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/629_0_0_synthetic_lollipop.nii.gz
629_1_413,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/629_1_413_synthetic_lollipop.nii.gz
629_2_810,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/629_2_810_synthetic_lollipop.nii.gz
636_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/636_0_0_synthetic_lollipop.nii.gz
636_1_181,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/636_1_181_synthetic_lollipop.nii.gz
636_4_978,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/636_4_978_synthetic_lollipop.nii.gz
647_2_176,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/647_2_176_synthetic_lollipop.nii.gz
649_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/649_0_0_synthetic_lollipop.nii.gz
649_1_37,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/649_1_37_synthetic_lollipop.nii.gz
649_2_148,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/649_2_148_synthetic_lollipop.nii.gz
662_2_260,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/662_2_260_synthetic_lollipop.nii.gz
664_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/664_0_0_synthetic_lollipop.nii.gz
664_1_175,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/664_1_175_synthetic_lollipop.nii.gz
664_2_210,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/664_2_210_synthetic_lollipop.nii.gz
679_1_94,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/679_1_94_synthetic_lollipop.nii.gz
690_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/690_0_0_synthetic_lollipop.nii.gz
696_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/696_0_0_synthetic_lollipop.nii.gz
709_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/709_0_0_synthetic_lollipop.nii.gz
709_1_371,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/709_1_371_synthetic_lollipop.nii.gz
709_2_763,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/709_2_763_synthetic_lollipop.nii.gz
731_5_4977,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/731_5_4977_synthetic_lollipop.nii.gz
731_6_5458,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/731_6_5458_synthetic_lollipop.nii.gz
733_1_53,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/733_1_53_synthetic_lollipop.nii.gz
733_2_242,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/733_2_242_synthetic_lollipop.nii.gz
734_1_365,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/734_1_365_synthetic_lollipop.nii.gz
734_2_768,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/734_2_768_synthetic_lollipop.nii.gz
735_2_721,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/735_2_721_synthetic_lollipop.nii.gz
735_3_1012,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/735_3_1012_synthetic_lollipop.nii.gz
743_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/743_0_0_synthetic_lollipop.nii.gz
743_3_631,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/743_3_631_synthetic_lollipop.nii.gz
744_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/744_0_0_synthetic_lollipop.nii.gz
744_2_478,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/744_2_478_synthetic_lollipop.nii.gz
745_1_403,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/745_1_403_synthetic_lollipop.nii.gz
745_2_589,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/745_2_589_synthetic_lollipop.nii.gz
747_1_6,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/747_1_6_synthetic_lollipop.nii.gz
747_2_201,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/747_2_201_synthetic_lollipop.nii.gz
747_3_565,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/747_3_565_synthetic_lollipop.nii.gz
